1000000.0,300000000.0,1,1000,0,0.996828584884,0,0,0,0,0.805453498053,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1001,0,0.580619315265,0,0,0,0,0.889093642954,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1002,0,0.676851106585,0,0,0,0,0.964199053754,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1003,0,0.328387690367,0,0,0,0,0.826792726651,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1004,0,0.00525289235305,0,0,0,0,0.888744183845,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1005,0,0.893089980259,0,0,0,0,0.647361406557,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1006,0,0.343559188444,0,0,0,0,0.0320988903236,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1007,0,0.526003029976,0,0,0,0,0.241608915143,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1008,0,0.191195378283,0,0,0,0,0.622598632931,0,0,0,0,0,0,0,0,
1000000.0,300000000.0,1,1009,0,0.283544847211,0,0,0,0,0.428947552463,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1000,0,0.76602493698,0,0,0,0,0.988673896414,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1001,0,0.84179087834,0,0,0,0,0.959339423829,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1002,0,0.932848274865,0,0,0,0,0.230338414714,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1003,0,0.157333941484,0,0,0,0,0.826810338014,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1004,0,0.606814956935,0,0,0,0,0.776544376129,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1005,0,0.423088919233,0,0,0,0,0.229894772315,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1006,0,0.705956062114,0,0,0,0,0.167532930799,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1007,0,0.738703986925,0,0,0,0,0.796021302896,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1008,0,0.602930488039,0,0,0,0,0.928699148095,0,0,0,0,0,0,0,0,
301000000.0,600000000.0,1,1009,0,0.0758738565385,0,0,0,0,0.185340226619,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1000,0,0.66225722903,0,0,0,0,0.211618292105,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1001,0,0.378314253877,0,0,0,0,0.154497903274,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1002,0,0.83936833002,0,0,0,0,0.37107800002,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1003,0,0.715140759059,0,0,0,0,0.780632045677,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1004,0,0.871183549245,0,0,0,0,0.658819121853,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1005,0,0.240181894461,0,0,0,0,0.504420418874,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1006,0,0.468702650912,0,0,0,0,0.750060908694,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1007,0,0.977841160843,0,0,0,0,0.660466767566,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1008,0,0.521791861302,0,0,0,0,0.126374042014,0,0,0,0,0,0,0,0,
601000000.0,900000000.0,1,1009,0,0.96680763027,0,0,0,0,0.848221085334,0,0,0,0,0,0,0,0,
901000000.0,1200000000.0,1,1000,0,0.699324538527,0,0,0,0,0.744058029617,0,0,0,0,0,0,0,0,
901000000.0,1200000000.0,1,1001,0,0.357004389121,0,0,0,0,0.156605176676,0,0,0,0,0,0,0,0,
901000000.0,1200000000.0,1,1002,0,0.161423705118,0,0,0,0,0.967368937216,0,0,0,0,0,0,0,0,
901000000.0,1200000000.0,1,1003,0,0.725882980704,0,0,0,0,0.416430602036,0,0,0,0,0,0,0,0,
901000000.0,1200000000.0,1,1004,0,0.37405697174,0,0,0,0,0.61866479241,0,0,0,0,0,0,0,0,
901000000.0,1200000000.0,1,1005,0,0.798365341083,0,0,0,0,0.0287449897271,0,0,0,0,0,0,0,0,
